2017-05-04 02:16:14 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-117,-104,3.841406
2017-05-04 02:16:28 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-105,4.099219
2017-05-04 02:16:32 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:16:39 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:16:43 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-114,-104,3.841406
2017-05-04 02:16:56 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-106,4.099219
2017-05-04 02:17:00 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:17:08 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:17:11 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-108,-101,3.841406
2017-05-04 02:17:22 +0200 CEST,008000000000bd80,0000000000000001,0000000000000005,-119,-105,4.125000
2017-05-04 02:17:25 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-106,4.099219
2017-05-04 02:17:29 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-118,-104,4.073437
2017-05-04 02:17:36 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:17:40 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-111,-101,3.841406
2017-05-04 02:17:54 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-106,4.099219
2017-05-04 02:17:58 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-118,-104,4.073437
2017-05-04 02:18:02 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-118,-104,3.867188
2017-05-04 02:18:05 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:18:09 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-121,-102,3.841406
2017-05-04 02:18:23 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-105,4.099219
2017-05-04 02:18:27 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-105,4.073437
2017-05-04 02:18:30 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-104,3.867188
2017-05-04 02:18:34 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:18:38 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-115,-103,3.841406
2017-05-04 02:18:52 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:18:56 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-121,-104,4.073437
2017-05-04 02:18:59 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-105,3.867188
2017-05-04 02:19:03 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:19:07 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-123,-103,3.841406
2017-05-04 02:19:21 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-105,4.099219
2017-05-04 02:19:25 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-105,4.073437
2017-05-04 02:19:28 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-105,3.867188
2017-05-04 02:19:32 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-118,-104,4.099219
2017-05-04 02:19:36 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-119,-104,3.841406
2017-05-04 02:19:50 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-118,-106,4.099219
2017-05-04 02:19:54 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-118,-105,4.073437
2017-05-04 02:19:57 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-105,3.867188
2017-05-04 02:20:01 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:20:05 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-117,-104,3.841406
2017-05-04 02:20:19 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:20:23 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-118,-104,4.073437
2017-05-04 02:20:26 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-105,3.867188
2017-05-04 02:20:30 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:20:34 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-109,-104,3.841406
2017-05-04 02:20:48 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-106,4.099219
2017-05-04 02:20:52 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:20:55 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-119,-104,3.867188
2017-05-04 02:20:59 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:21:03 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-121,-100,3.841406
2017-05-04 02:21:17 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-123,-105,4.099219
2017-05-04 02:21:21 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:21:24 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-121,-105,3.867188
2017-05-04 02:21:28 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:21:32 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-109,-101,3.841406
2017-05-04 02:21:46 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:21:49 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-105,4.073437
2017-05-04 02:21:53 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-104,3.867188
2017-05-04 02:21:57 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:22:01 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-119,-102,3.841406
2017-05-04 02:22:15 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-105,4.099219
2017-05-04 02:22:18 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-105,4.073437
2017-05-04 02:22:22 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-104,3.867188
2017-05-04 02:22:26 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:22:30 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-115,-103,3.841406
2017-05-04 02:22:44 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-106,4.099219
2017-05-04 02:22:47 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:22:51 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-121,-105,3.867188
2017-05-04 02:22:55 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:22:59 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-119,-103,3.841406
2017-05-04 02:23:13 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-105,4.099219
2017-05-04 02:23:16 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-105,4.073437
2017-05-04 02:23:20 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-119,-104,3.867188
2017-05-04 02:23:24 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-118,-104,4.099219
2017-05-04 02:23:28 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-115,-104,3.841406
2017-05-04 02:23:41 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-105,4.099219
2017-05-04 02:23:45 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:23:49 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-105,3.867188
2017-05-04 02:23:53 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:23:57 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-119,-104,3.841406
2017-05-04 02:24:10 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-106,4.099219
2017-05-04 02:24:14 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-118,-105,4.073437
2017-05-04 02:24:18 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-121,-105,3.867188
2017-05-04 02:24:22 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:24:26 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-111,-104,3.841406
2017-05-04 02:24:39 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-106,4.099219
2017-05-04 02:24:43 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-121,-104,4.073437
2017-05-04 02:24:47 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-123,-105,3.867188
2017-05-04 02:24:51 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-118,-104,4.099219
2017-05-04 02:24:54 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-117,-100,3.841406
2017-05-04 02:25:08 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-106,4.099219
2017-05-04 02:25:12 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-118,-104,4.073437
2017-05-04 02:25:16 +0200 CEST,008000000000bd80,0000000000000001,0000000000000003,-120,-105,3.867188
2017-05-04 02:25:20 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-117,-104,4.099219
2017-05-04 02:25:23 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-109,-101,3.841406
